,0
273,- 차는 현재 코로나상황에서 서비스를 제공하면서 어려움 대안적인 경험의 의견을 공유하려고한다.... 그렇지만 상황이 되면 새롭게 하고 싶은 아이디어를 주면 취합해서 반영하려고한다. 현재 경험에 대한... 
274,발전하기 어려움개인의 아이디어 관리 및 기업 경영에 대한 반영 장치 필요) 비공식 활동... 채 아이디어를 적는 회의 ) 효과적인 경우깊이 생각해서 정제된 아이디어를 목표하는 경우: 생각을 문장으로... 
275,아이디어 회의 강의가 끝난 후 팀을 나눠 아이디어 회의를 진행했습니다. 기자단 활동을 하면서 느낀... 선정의 어려움을 호소하는 의견도 있었습니다. 또한 경제 기사가 딱딱하고 어려워 쉽게 설명하는... 
276,"아이디어를 선정하게 되었습니다. 평소 대학 과제, 연구 과제를 진행하며 . 응답자 확보의 어려움 .... 그때 아이디어 회의를 하며 그렸던 제품의 청사진이 지금 어느 정도 완성되어가고 여기까지 왔다는 것에... "
277,"맺음의 어려움을 짚어보고, 다문화가족의 사회적 관계 활성화를 위한 정책에 대해 논의할 계획이다.... “오늘 회의에서 건의된 많은 아이디어와 보완점은 실제 정책 수립 및 추진 과정에 적극 반영하여... "
278,(아픈손가락.윽!) 단톡방에서 이야기를 하는 것으로 다시 시작을 하기에는 어려움이 많았다. 무엇보다... 이루어진 회의를 하자는 제안은 역시 친구들답게 흔쾌히 수락되었다. 아이디어란 가장 실없는 대화를 할... 
279,- 교육과정 외 시간을 활용하여 사업이 추진되다보니 학생들과의 활동을 위한 시간 확보에 어려움이... 정기회의 개최하기 ★그 외 아이디어 - 아지트 프로젝트를 추진하는 선생님들에게 도움이 되는 자료가... 
280,하지만 어려움이 있을 때마다 주변 마을사람들의 보살핌과 KOICA 사무소의 도움으로 베트남 생활과... 고민하고 아이디어 회의를 한다. 나를 포함한 현지직원들 모두 장기화된 코로나 상황으로 경제적으로는... 
281,이러한 어려움에 봉착했을 때 회의를 통해서 개인 또는 부서의 한계를 넘어 설 수 있다. 하나 보다는... 새로운 아이디어를 얻는다. 그리고 기업이 상하간 소통이 원활하다면 조직 활성화의 한가지 방법으로... 
282,아울러 염 시장은 교통정책의 변화에서 오는 어려움은 참여와 소통으로 해결하겠다고 강조했습니다. 생태교통 수원총회는 내일 오전 전체회의에서 도시별 여건을 감안한 미래형 교통계획 아이디어를... 
283,"것에 어려움이 없었습니다. 또한 회의를 여러 차례 하며 팀워크가 생겼다고 생각했는데, 실제로 만나니... 하지만 팀원들이 열심히 참여해 주셔서 저도 아이디어나 의견을 많이 말할 수 있었습니다. 자료와... "
284,미디어아트에서 LED사인까지 아이디어 ‘톡톡’ 응용기술 돋보이는 한국의 LED 기술 한국의 LED 기술은... 코넥스 김태환 대표는 중소 LED 업체들이 판매에 어려움을 겪고 있다고 지적하고 “프랜차이즈... 
285,"회의 시작! - 아쉬운 점 예시의 부족함: 드링크백은 활동이 비교적 쉽고 예시가있었지만, 썬캐쳐의 경우 마무리 활동은 집에서 하는데 마땅한 예시가 부족했다. 본무대 소리가 커서 설명존에서 어려움이 있었다.... "
286,"저희팀은 아이디어 구상부터 큰 어려움을 겪었습니다.. 저희가 내는 아이디어는 전부 혹평을 받았고.... 위의 일정을 보면 약 달동안 기획안을 갈아엎고, 세부 기획안을 짜고, 수많은 회의를 통해 기획안... "
287,"디자인, 아이디어 관리가 가능한 프리젠테이션 화이트보드라고 할 수 있습니다. 사실 기업에서... 협업에 어려움이 많음) - 협업시 다른 팀원 자료를 수정할 때, 이력이나 코멘트 처리 등 다양한... "
288,일단 내용을 체크하고 스케치를 통해 아이디어 회의를 거치게 되었답니다. 그렇게 몇일이 지나고... 그라데이션을 이용하면 조금더 고급스럽게 제작이 되지만 나중에 도수조정에서 조금 어려움이 생길수가... 
289,스티브 잡스를 회의에 들어오지 못하게 한 까닭 : 사회적 촉진 집에서는 안 되던 일이 카페에 나오면 잘 된다. 카페에는 아무리 사람이 적다해도 최소한 주인이나 직원이 있고  
290,"시 회의를 갖기로 하였습니다^^ 콘텐츠 발행하면서 궁금한 점, 어려움 공유하고 소통하는... 다른사람질문 아이디어 주기 하면 어떨까요? 김태영 대표님의 질문에 공감을 아혔음 댓글 달아본다. 모객이... "
291,"독점이 어려움 - 단, 강한 추진력이 필요하거나 매진하는 것이 필요할 때는 온라인 회의의 느슨함이... 영상회의…새 아이디어 도출에 효과적, 매일경제, 김경일 아주대학교 교수, https:revis.gaWfXK... "
292,같은 어려움이 있을 때 찾아올 수 있도록 학생들을 위해 조금 더 흥미를 느낄 수 있는 프로그램을... 긴 회의 끝에 서로 좋은 아이디어를 모아 작품을 완성하게 되었다고 해요~ 제작된 학교폭력 예방 포스터는... 
293,항상 하는 얘기지만 경영환경이 어려워질때는 전략적 아이디어를 통해 어려움을 돌파하려고하는 기업들이 늘어나게된다. 전략을 실행해도 결과가 좋지않아서 매번 회의에 회의를 거듭하지만 뾰족한 수가... 
294,팀원 중 한분은 갑작스러운 지인의 교통사고로 불가피하게 회의에 참석하지 못하였습니다. 애니메이션 짱구는 못말려에 나오는 '떡잎 마을 방범대'에서 도출한 아이디어로 마을에 어려움이 생긴 곳이라면 직접... 
295,"알박기 기업들이 있어 내보내야 하나 어려움이 있고, 대장금이슈로 개발자체도 당분간 더딜수 있다.... 감산이 아이디어 PBR . 중국헝다그룹으로 건설쪽 철강 위축가능성. 수요에 충격이 올 수 있다. 에스엠... "
296,"이미 걸쳐진 선약때문에 어려움을 겪다가 차라리 일요일 밤 화상회의를 하기로 했습니다. 화상회의는... (회의준비가 좀 이상하네요. 자료수집, 아이디어 제출 등등을 준비하는게 아니라 방청소와 세면이라니!)... "
297,다소 어려움이 있다고 판단하여 물심양면으로 도와주어야겠다는 생각이 들었습니다. 특히 자료 공유가 중요한 조별과제에서는 소통이 필요하기 때문에 때론 심야에 줌회의를 열어 개국어로 소통하여... 
298,"*문제점: 현실적인 부분에서 어려움 봉착함, 현재 흡역구역이 더 나은 해결책이 없는 차선이라는... 그리고 마지막 회의에서 나온 아이디어가 바로 '캠퍼스 마일리지와 가이드 북'이다.. *문제점: 우리학교는 K... "
299,중요도에 따라 다르지만 대형 PT 건은 번 이상의 아이디어 회의를 가지기도 해요. 펜타클은 PT를... 마주치기 어려움 Q. 크리에이티브실 팀원들에게 요구되는 역량이 있나요? A. 펜타클은 Data Creative를... 
300,"본격적인 사업시행에 앞서 추진방향을 검토받기 위한 보고자료인지, 새로운 아이디어를 기획해서... 대부분은 접속사가 없더라도 문맥상 내용파악하는데 전혀 어려움이 없다. 불필요한 접속사는 문장의... "
301,"온라인회의, 이렇게 하면 더 잘할 수 있다 안녕하세요 IT 테크 인플루언서 찐친부부입니다. 사회초년생으로서 사회에 첫 발을 내디딜 때에 이전까지 경험해 보지 못한 업무와 사회생활로 인해서 어려움을 겪을... "
302,구성 : 아이디어를 가지고 팀원 구성 컨셉 구체화 회의 : 팀원 다 같이 컨셉 구체화 회의 컨셉 결정... 판단이 어려움 발전 사례 소개 =&gt; 결과를 판단하는 기준을 '재미에서 의도'로 변경 ex) 슬로우 스킬을 이용한... 
303,"안녕하세요~ 프리미엄 썬팅 전문, 신차 패키지 전문 용인 디아이디어 입니다~ ^^ 이번 포스팅은 NQ... 과정의 어려움 등 시공 난이도가 높고 까다로운 필름이라고 할 수 있는데요, 이렇게 시공이 까다롭고... "
304,"화상회의가 필요할 때 서로 즉각적인 아이디어를 표현하고, 공동 작업을 원할하게 하는 도구로... 화상회의, 줌 수업을 할 때 어려움이 없고요. 라이트 기능을 껐다 켰다 할 수 있기 때문에 조명발 좀 받고... "
305,조선시대에 관해서는 다룰 수 있는 내용이 너무 광범위하여 조선시대를 한 회기 프로그램 담으려고 하다보니 조금 어려움이 있었는데요...! 다행히 회의를 진행하면서 단원분들이 다양한 아이디어를 내주셔서... 
306,"그러다보니 경희대 티 입고 온 것까지 어필했다,, 질문은 서류 바탕이라 큰 어려움이 없었다 사실 커피... 기획이다 아이디어 회의부터 시작해 기획•제작•진행 온 과정을 체험할 수 있다는 게 소중한... "
307,"많은 회의와 시행착오, 시간 투자라는 정성이 금상이라는 좋은 결과를 얻게 해준 것이다. 기발하고... 두드러지는 아이디어였다. 물론 어려움도 있었다. 공모전 준비 기간이 ‘과제철’이라 할 정도로 많은... "
308,하루만에 프로토타입까지 구현해야 하는데 어려움은 없었나요? (조경환님) ‘핵데이’는 박 일 동안 진행이 되는데요. 그 동안 준비해 온 아이디어를 만 하루만에 가시적으로 볼 수 있게 구현을 해야 하니... 
309,전북의 어려움을 누구보다 잘 아시는 정종성 과장님의 전사농에 대한 사랑과 많은 관심과 격려를 해... 전사농 사부국장이기도 하시고 고창에서 베리팜을 운영하시는 박제숙님 남다른 아이디어로 농업을... 
310,"있을지 회의를 하며 떠올렸다. 여기에서 아이들이 어려워할 줄 알았는데, 생각보다 기발하고 창의적인 아이디어들이 나왔다. 물론 실현화하는 데에는 현실적인 어려움이 있겠지만 이렇게 창업의 전반적인... "
311,따라서 아이디어 회의를 통해 변칙적인 커리큘럼을 진행하기도 합니다. (솔직히 쌤들의 의견과... 따라서 전문적인 미술교육을 받으신 전공쌤이 아니시라면 수업진행에 어려움이 많습니다 ☺️ 저희... 
312,"■ &quot;외신의 칭찬은 정부 대처가 아닌 의료진과 혁신 아이디어&quot; 어제 중국 정부가 한국을 포함해 개... 문재인 대통령은 “중국의 어려움은 우리의 어려움이다”라고 했고, 복지부장관은 “중국 다녀온 우리... "
313,코로나 대응 위한 급식 운영 아이디어로 주목받는 양정중학교 “간단하지만 기발한 급식 운영... 무지개 식판의 프로토타입을 고민하던 중 식판 설거지를 직접 해본 이정훈 교사는 식판 세척 작업의 어려움을... 
314,북부지역의 학부모님들과 함께하는 &lt;조희연과 좋은 교육을 꿈꾸는 oo원탁 @학부모&gt; 원탁회의가 오늘 노원 건영옴니백화점 층 임페리움 홀에서 열렸습니다. 교육 현장에서 직접 느꼈던 문제점과 아이디어를 서로... 
315,"과정에서 어려움은 없었나요? 출산과 육아 전 어떤 일을 하셨나요? 경력단절은 경제활동(재취업, 창업... 얻은 아이디어였기에 어느하나 중요하지 않은 이야기 없었는데요, 특히 이야기가 심화될수록... "
316,"그리고 또 혼자 하니까, 잘 안되기도 하고 아이디어 회의도 하고 이야기도 나누고 싶고 그런 마음도 있었어요. 상의도 하고 정리도 하고, 그럴만한 시간과 여유가 필요하다는 생각이 들어서 단계까지 하는... "
317,"활동의 어려움은 무엇이었는지, 완주에서의 활동은 어떠했는지, 앞으로의 계획은 어떠한지를 나누는... 만나서 아이디어를 주고받으며 협업을 할 수 있다면 좋겠습니다. F: 원탁회의만으로는 의미를 찾기 어려운... "
318,카페의 소음과 혼잡 속에서 조직을 위한 아이디어 회의는 더 큰 효과를 거둘 수 있다는 점은 코로나의 혼돈과 어려움 속에서 우리의 기도가 어디를 향해야 할지를 은유한다. [출처 : 가톨릭 평화신문] 회의는... 
319,"있는 아이디어를 가져야 하고 이것을 제대로 전달하기 위해서는 똑같은 말을 계속 반복해야... 조직내에서 Communication의 어려움은 다들 여러번 느껴왔겠지만, 예제까지 작성해서 매뉴얼까지... "
320,특색이 있으나 현실적인 어려움이 있는 지역 또는 사업을 지원함으로 지역 활성화를 하겠다는... 그래도 이 번 공모는 지난 번 공모사업과는 다른 점은 워크샵과 조별 아이디어 회의 및 사업계획서 작성 방법을... 
321,"'그렇게 쓸 주제가 많습니까?'라며 놀라는 사람도 있는데, 나 자신은 특별히 어려움에 도전할 생각은... 회의에서 대화가 아이디어 창출에 지극히 효과적이라는 걸 생각한다면 이것도 금방 수긍이 된다.... "
322,"아이디어 회의, 브레인스토밍에는 어느 정도의 시간이 걸렸나요? A. &quot;저희가 우여곡절이 많았어요.... 코로나로 인해 비대면 회의가 불가피했을 테고, 조사나 인터뷰에도 어려움이 있었을 것 같은데요. 어떠한... "
323,참신한 아이디어를 기다리고 있습니다. 공모 분야에 대한 자세한 내용은 홈페이지(http:www.skcc.co.... 조금 어려움이 있었다는 평이 있었습니다. 그래서 올해는 학생들이 실 생활에서 쉽게 접할 수... 
324,특히 회의공간이 부족해 직원들이 협업하는데 큰 어려움이 있었습니다. 그리고 휴게 공간인 라운지도... 아이디어 회의 중인 모습 - 로앤컴퍼니 제공 소파가 있는 회의실에는 떠오르는 생각을 자유롭게 적을 수... 
325,회의 주제 및 내용 ① 회의 주제: 제안서 제출후 아이디어 보안 할 점 회의 내용:아이디어 제안서 제출... 건조 형식도 저희가 시연하기에 어려움이 있다고 생각되어 결국 저희가 선택한 기존의 방식인 모터... 
326,"공유회의 시간을 초과할 만큼의 열정을 느끼게 하는 공유회였습니다. 세종의 청년들이, 직접 찾아 해결하기 위해 고민한 다양한 청년 문제에 대한 청년 정책들이, 다양한 어려움에 처해 있는 청년들에게 힘이... "
327,"(일동 웃음) 밖에서 먹다가 집에 와서 먹고, 그러면서 아이디어 회의도 했다. 어떨 땐 레퍼런스로 삼을... 신민당 후보로 목포에 출마하며 어려움에 봉착하자 김운범은 서창대를 다시 찾는데 이때의 서창대는... "
328,"어려움이 예상된다&quot;며 &quot;현지에서의 파트너와 현상황에 대해 논의하고 적합한 방안을 찾아야 한다&quot;고 덧붙였다. ◆ IDEATION부터 문제해결까지…사회적 영향, 혁신 등 고려한 다양한 아이디어 논의... "
329,가장 중요한 것은 투자 아이디어를 얻는 것이라 생각한다. 지난 년 매크로에만 매달려 왔던 내... 하지만 시장이 요동치는 가운데서 내 종목들의 방향성을 짚는데는 다소 어려움이 있었던 것도 사실이다.... 
330,"한참을 먹다가 아이디어 회의를 시작했어. 배를 채우자 여러 가지 아이디어가 나왔는데 내용은 아래와... 나처럼 지방에 부모님께서 거주하시면 도시락 전달에 어려움이 많고, 멤버들끼리 도시락을 교환하는... "
331,"me 홍보방안 아이디어 . 학교에 공문을 발송한다. (메일, 우편) . 포스터와 전단지 안내문을... 오프라인의 경우 가격이 비싸고 온라인의 경우 대량으로 주문을 해야 해서 어려움이 있었네요.너..... "
332,다양한 아이디어를 발굴해 줄 것”도 당부했다. 그는 “보상금을 신청하는 민원인의 마음을 세심하게 헤아려 친절하게 응대하기 바란다”며 “접수창구에서 민원인의 어려움을 이해하고 상세하게 설명해... 
333,"실제로 주제를 정하고 논리를 잡는 과정에서 어려움이 있었고요. 그런데, 다들 회의에 열심히 참여하고 서로 많은 아이디어를 주고받다 보니 어느 순간부터 좀 풀리기 시작했어요. 후반부 IMC를 기획하는... "
334,"많은 혼란과 어려움 속에 이탈하는 직원들도 있었어요. 반대로 재건을 위해 남아서 함께 뛰어준... 좋은 의견과 아이디어는 누가 개진했느냐에 상관없이 수렴해 발전시키고, 직접 진행하도록 장려하고 있어요.... "
335,"코로나와 물가상승 등으로 어려움을 겪고있는 소상공인들과 지역주민들에게 조금이나마 도움이 되길... 지난주 상주에서 청년농부들을 만났는데 창의적인 아이디어, 역량을 가진 청년들이 꿈을 실현할 수... "
336,이장단회의 참석 ○ 샤인머스켓 포도 농가 현장 방문 ○ 신하리 삼색포도 농장 방문 ○ 기후변화 피해... 아이디어는 좋은데요. 용역이라고 함은 실현 가능한 내용을 담고 있어야 한다는 것이 개인적인... 
337,창업의 어려움을 도와드리는 역할도 하고 있습니다. 최신 트렌드 반영 뿐 아니라 한정된 공간내에... 현장미팅 아이디어 회의를 통해 최적의 설계 및 디자인을 도출해 냅니다. 카페 음식점 미용실 스터디카페... 
338,"반려동물과 멋진 사진을 찍고자 할 때 어려움은?  창업아이디어 개발 방법 &gt; 브레인스토밍... 주제, 회의 시간, 아이디어 할당량, 아이디어 발표 방법을 참가자들에게 설명 워밍업 간단하고 익숙한... "
339,"또한, 정경희 레몬컨설팅 대표는 ‘멘토의 자세와 멘토링 사례’라는 주제로 아이디어 사업화를... 확보에 어려움을 겪고 있던 차에 대구창조경제혁신센터의 문을 두드린 경우이다. 박 대표는 K-ICT... "
340,"활용해 회의를 진행하고 있지만 개강 후에는 학생창업실에서 안드로이드 앱 제작팀, 메타버스 구축팀으로 나눠 개발을 진행할 예정입니다. 추가로, 기회가 된다면 창업 아이디어 경진대회와 창업 컨설팅... "
341,"세 번째 회의를 앞두고, 지난 두 번의 회의에 대한 생각을 기록해 두려고 한다. 그때그때 하면 참... ◇ 부천형 청년사업 관련 아이디어 제안 . 청년-청소년 멘토링 사업 - 소통의 어려움 겪는 청소년과 일자리... "
342,그러나 여러 어려움을 딛고 무려 년 만에 열린 동아리 거리제는 오랜만에 캠퍼스에 활기를... 준비 아이디어 회의에서 애를 많이 먹기도 했어요. 많은 분들께서 토론 동아리를 어렵게 생각하시지 않고 가볍고... 
343,"발상법이므로 아이디어 회의가 두렵지 않고 또한 두각을 나타낼 수 있다. 셋, 문제해결을 위한... 누구나 하나의 주제에 대한 가지 Idea는 낼 수 있으므로 마인드 맵핑에 어려움을 느끼는 분들을 위한 최적의... "
344,"보안이 중요한 비밀 미팅, 교육 및 세미나, 아이디어 회의 등 상황에 맞는 활용이 가능합니다.  발언은... 화상 회의는 현장 회의보다 리액션이 다소 힘들다는 어려움이 있습니다. 브리티 미팅에서는 움직이는... "
345,대공황으로 가장 큰 타격을 입은 농민들의 어려움을 해결하기 위해 주요 농산물의 생산을 제한해... 정부는 한국판 뉴딜에 대한 아이디어 회의를 거쳐 차 경제 중대본 회의에서 구체적 추진 방향을 정식... 
346,다들 적극적으로 아이디어 내주어서 성공적인 정기회의가 됐습니다 !! 그리고 총학생회 및 학생회... 친해지기 어려움이 있었는데 이번 계기로 모두 친해진거 같아요!! 분 못오신 분이 있으신데 너무... 
347,광고효과 측정방법 컨셉 개발 테스트와 광고 아이디어 평가 . 광고 제작 과정에 따른 효과 측정방법... 측정 어려움 재인 테스트 - 가장 빈번하게 사용되며 대표적 방법이 스타치 열독률 보고서 - 질문을 통해... 
348,반복 아이디어 모으기 : 따라 말하기와 바꾸어 말하기의 조합. 잡아두기 : 여러 사람이 동시에 발언을 하고자 할 때 발언 순번을 정하도록 돕는 절차 추적하기 : 하나의 회의에서 동시에 작동하고 있는 여러 개의... 
349,두산 BG 처음처럼 아이디어 그룹 기 n Red Introduction 년 소주 시장에 있어서 가장 큰 이슈는... 금전적인 어려움이 없었지만 개월의 활동 기간 중 기말고사와 대학생이 가장 바쁜 방학 기간이 겹쳐 원활한... 
350,학급경영 마이더스 아이디어 공유 [박남기. (). 학급경영 마이더스. 서울: 교육과학사.] 다양한... 두레 운영 회의록 양식 . 모둠별 평가 . 모둠 일기 . 두레 법률 . 두레 모임 회의록 . 모둠 활동 응용... 
351,"짝짝짝~ 익명투표에 심리전을 펼치는 영보스기^^ 저는 모두의 아이디어가 좋았어서, ㅎㅎ 선정되지 못한 기획도 이후에 활용할 수 있는 기회가 오겠죠? 이렇게~ 두번째 회의를 성공적으로 마쳤습니다. 바로 내일... "
352,"우리 사회의 도움을 받아 잘 될 수 있었죠. 사실 제 모교도 국립대여서 학비 부담이 크지 않았는데 그런... 아이디어가 많은 국민들이 현실적인 어려움 때문에, 그 아이디어를 사장시키거나, 현실에 억눌려... "
353,"접수된 아이디어는 담당 부서 검토와 제안 심사위원회의 심의를 통해 시책화 가능성, 창의성, 효율성... 또한, 가정양육 부모와 시간제 및 기간제 근로자 등이 병원 이용, 외출, 단시간 근로에 어려움이... "
354,인해 어려움을 겪고있는 소상공인 카페창업자 분들을 도울 수 있는 프로그램으로 기획하였습니다.... 온라인 회의를 진행하여 나온 아이디어라 하나하나 애착이 가는것 같습니다 저희 팀의 아이디어가... 
355,대한 어려움을 겪고 있던 시기에 한국콘텐츠진흥원 게임더하기 사업의 진행 소식을 접하게 되었고... [▲ 아이디어샘 회사 임직원 및 회의 현장 ⓒ아이디어샘] 현재 저희 회사의 대표 서비스인 '고양이와... 
356,"어떤 의견을 내도 들어주는 사람이 있고, 어떤 어려움을 토로해도 같이 해결해줄 사람이 있다는 확신.... 함께 내일로 건너가는 법 회의실 안의 아이디어는 공공재다. 누구의 소유도 아니다. 아이디어는... "
357,"알서포트에서 이렇게 많은 회사들이 화상회의에 어려움이 있다는 걸 인지하고 국내 최초 이동식... 화상회의 미팅의 흐름은 계속 이어갈 거 같습니다. 사무실 남는 공간을 활용할 수 있는 아이디어, 알서포트의... "
358,"제공에 어려움이 없도록 국회를 통과한 OTT 콘텐츠 자체등급분류 제도를 신속히 시행해 나갈... 뿐만 아니라 다양한 분야의 전문가가 정책 제안 및 수립에 주도적으로 참여하고, 제시된 혁신적인 아이디어들이... "
359,주간 아이디어 회의를 했습니다. . 오늘은 이창현선생님의 줌(온라인화상회의) 사용법과 코로나 재확산에 따른 업계 동향 등 서로 의견을 나누었습니다. . 어려움 속에 방법을 찾아나가고 있습니다.... 
360,"어려움 속에서도 끈질기게 스토리를 풀어 나가고, 계속해서 끈질기게 관객에게 다가가려 하고, 비전을... 그래서 나는 아이디어 회의가 벽에 부딪친 것 같으면 진지한 얘기를 접습니다. 회의 참석자들은 모두... "
361,"다양한 사람들이 자유롭게 던지는 아이디어로 회의 분위기가 무르익는 것도 잠시, 좁은 회의실에서... 않아 아이디어를 내는데 어려움을 겪는 경우가 많지요. 이럴 때 KPR인들이 자주 찾는 단골 산책 코스가... "
362,"지금 아이디어 회의부터 시작해 볼까?'라고 가볍게 물어주는 것이다. &quot;약속한 일정으로, 정확한 시간에... 어떤 의견을 내도 들어주는 사람이 있고, 어떤 어려움을 토로해도 같이 해결해줄 사람이 있다는 확신.... "
363,윤대희 프로: 방향성은 잡았지만 구체적인 솔루션을 찾는 데 어려움이 많았죠. 몇 개월간 계속 고민하고 만들고 그만두기를 반복했어요. 그 과정에서 끊임없는 회의를 통해 지금의 아이디어가 나왔습니다.... 
364,"이제는 코치의 가이드라인이 없어도 자연스럽게 보드 앞으로 가서 발언하는 한국수자원공사 팀원들 다만, 아이디어 회의를 하면서 각 팀원이 아이디어 보다는 자신의 '어려움과 섭섭함 성토'하는 경우가... "
365,"어려움이 따를거에요. 오늘은 창업을 꿈꾸는 예비창업자들을 위한 창업교육 및 멘토링, 아이디어를... 김해창업카페 회의실 ,  회의실에는 네트워킹, 멘토링, 회의 등에 적합한 공간이에요. 수용인원... "
366,도출해내는 아이디어 회의 방법? 중 하나라고 할 수 있습니다. 아이디어를 혼자서 내기에는... 이 부분에서 다들 어려움을 겪을 줄 압니다. 대부분은 if~에서 시작을 하거든요. 모두 해보지 않은 일들이라면 모두... 
367,"이 영상 구성이 좀 재밌었다 그냥 일상 관찰하기만 하는 게 아니라, 일하면서 맞닥뜨리는 어려움을 이... 나의 아이디어를 구현해보았다 (?) 내가 글을 파바박 쏟아낼 때면 타자를 좀 세게 치는데, 그러다 보니 저... "
368,최근에는 아이디어를 생각하는 습관을 들일 수 있는 환경이 기술자 주위에 없어지게 된 것일지도 모르지요. 제멋대로 프로젝트의 회의를 하고싶더라도 회의실을 쓰는 것 조차 허락되지 않는 분위기가 있는... 
369,제인 구달은 본격적인 회의 전 상대방과 간단한 대화를 통해 공통의 화제를 찾아보라고 권유합니다. 상대방의 말에 귀 기울이면 자신이 몰랐던 아이디어를 발견하고 그 사람의 행동을 이해하는 데 도움을 얻을... 
370,어려움이 있었지만 이번 기회를 통해 대한민국 정부 포털 기자로서 다시 한 번 책임감과 자부심을 느낄 수 있었습니다. 우리 아띠 . 기!! 정말 모두들 능력자~ 어떻게 몇일도 안되는 기간동안 멋진 아이디어를... 
371,기회의 체계적인 탐색 - 꼬집어서 설명 어려움 - 취미나 부업에서 발견 [사업 아이디어의 원천] . 전직장 . 초청 . 권리와 취득 . 자영업 . 취미생활 . 인맥과의 만남 . 일상적 관찰 . 계획적 탐색 창의적... 
372,이렇게 세대가 구분된 만큼 세대 차이로 인한 커뮤니케이션에 어려움을 토로하는 기업이 많다고... 삼성 플립은 현재 삼성전자 임직원들도 아이디어 회의를 진행할 때 사용하고 있는 제품이라고 하는데요.... 
373,많은 아이디어를 냈다고 한다. 온라인 회의 오프닝에서 스몰토크를 하면 긍정적이고 안전한 분위기... 책상에서 일어나는 것은 좋은 생각이지만 불을 끄거나 긴 이메일을 작성하는 데 어려움을 겪을 때 잊혀 질... 
374,많은 회의 끝에 추려진 가지 아이디어! ) 소비자의 공감을 얻으면서도 제품과 연계되는 스토리... 선택이 어려움 - 잘못 선택 시 만족도 낮은 제품을 고를 수 있음 - 그런 사람들의 공감을 터치해서 스토리... 
375,"위 역할을 수행할 수 있는 아이디어는 무엇인지? - 창의적이고 차별화된 아이디어가 아니더라도, 해당... 지역케어회의 실시 . 위 역할을 수행하는 과정에서 예상되는 어려움은 무엇이라 생각하는지?... "
376,각종 불편사항이나 건의사항이 있을 때 어려움을 느끼지 말고 자치위원회실에 방문해 말해줬음 한다. 학생들이 필요하기 전에 불편사항을 고치는 것이 도서관 자치위원회의 목표&quot;라고 덧붙였다.
377,회의 칭감사 좋았던 점 아쉬운 점 실과 선생님: 단추를 잃어버렸는데 찾아주심 이OO: 제 문제점을 정확히 지적해줌 나OO: 아이들을 웃겨줌 남OO: 방과후에 내 말을 잘 들어줌 선생님: 미술 시간에 아이디어를... 
378,다양한 아이디어를 발굴해 줄 것을 당부했습니다. 구 권한대행은 “보상금을 신청하는 민원인의 마음을 세심하게 헤아려 친절하게 응대하기 바란다”며 “접수창구에서 민원인의 어려움을 이해하고 상세하게... 
379,헷갈려 어려움을 겪고 있다고 답했습니다. 원격 협업(remote collaoration)에 대한 인식 및 아이디어 . 응답자 중 %는 원격 협업(remote collaoration) 방식이 기존의 회의 방식보다 자연스럽지 않았다고... 
380,미숙쌤의 아이디어 표출과 넋이 나간 김새뜨리.. ㅎ 무튼 회의를 통해 가장 어려움을 겪고 있던 저는 어느정도의 컨셉과 아이디어들을 가지고 기획을 하게 됐습니다. 저희는 지금 시간이 얼마 안남은 한시라도... 
381,강금호 농산물마케팅과장은 “TV 홈쇼핑은 코로나 확산 및 장기화로 어려움을 겪고 있는 농가에... 등 아이디어 공모 우수작 선정 -적극행정 최우수사례에 ‘비대면 선석회의 시스템 구축’ 선정... 
382,"ㅎㅎ 아이디어 회의 하면서 다른 테이블에 앉아있던 누군가가 나의 아이디어를 훔쳐가지는 않을까 ... 이 메뉴도 강추입니다~^^ 자체 주차장이 있고, 꽤나 넓어서 언제나 주차 시 어려움이 없더라구요.... "
383,그러기 때문에 여러 가지 어려움도 많아서 당대표님에게 지원을 요구 했던 것 같습니다. 우리나라 정당... 좋은 아이디어 발휘해서 전국 주요도시 순회하면서 지금 의견을 수렴하고 있다 이렇게 생각하고... 
384,“두 작품 모두 우리 대학의 심벌(symol)과 천사를 응용한 아이디어 발상이 돋보였다. 다만 수야는 대학... “캐릭터 하나로는 학내에서 이루어지는 다양한 스토리를 구성하는 데 많은 어려움이 있다.... 
385,"발상법이므로 아이디어 회의가 두렵지 않고 두각을 나타낼 수 있다. 셋, 문제해결을 위한 아이디어... 누구나 하나의 주제에 대한 가지 아디디어는 낼 수 있으므로 마인드 맵핑에 어려움을 느끼는 분들을... "
386,"학업과 대회 준비를 병행해야 했던 것이 큰 어려움이었습니다. 대면 회의를 진행할 때마다 팀원들의 일정을 조율해야 했고, 아이디어와 관련된 배경지식에 대해 공부를 할 때에도 학업을 잠시 미뤄두어야... "
387,대표부터 인턴사원까지 ‘슬랙’을 통해 격식없이 의사소통하고 참여에 제약없는 회의가 이루어진다.... 이에 그치지 않고 먹고합시다는 판로가 없어 어려움을 겪는 전국 각지 소상공인들에게 소비자와의... 
388,"그것을 본 친구들이 아이디어를 내 박's 베이커리를 살려내는 것이 멋졌다. 아이디어를 낸 것은... 왜냐하면 책에 나온 것처럼 경제적 어려움, 종교적 문제, 나라를 차지하려는 야망 때문에 생기는 거라서... "
